SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationId,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationId,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,DataAsOf
2010-11,School,Lewis,Capital Region ESD 113,100004,21226,Adna School District,100011,2441,Adna Middle/High School,101835,P,AllGrades,345,152,0,193,0,4,0,13,0,17,311,0,2,3,103,0,0,15,1,28,345,343,342,242,345,345,330,344,317,05/22/2020 12:00:00 AM
2010-11,School,Lincoln,Educational Service District 101,100001,22017,Almira School District,100012,2860,Almira Elementary School,101885,P,1st Grade,4,1,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,1,4,4,4,1,4,4,4,4,3,05/22/2020 12:00:00 AM
2010-11,School,Lincoln,Educational Service District 101,100001,22017,Almira School District,100012,2860,Almira Elementary School,101885,P,2nd Grade,7,7,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,1,0,0,7,7,7,4,7,7,6,7,7,05/22/2020 12:00:00 AM
2010-11,School,Lincoln,Educational Service District 101,100001,22017,Almira School District,100012,2860,Almira Elementary School,101885,P,3rd Grade,4,0,0,4,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,3,4,4,4,3,4,4,4,4,1,05/22/2020 12:00:00 AM
2010-11,School,Lincoln,Educational Service District 101,100001,22017,Almira School District,100012,2860,Almira Elementary School,101885,P,4th Grade,6,3,0,3,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,1,6,6,6,3,6,6,6,6,5,05/22/2020 12:00:00 AM
2010-11,School,Lincoln,Educational Service District 101,100001,22017,Almira School District,100012,2860,Almira Elementary School,101885,P,5th Grade,5,3,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,05/22/2020 12:00:00 AM
2010-11,School,Lincoln,Educational Service District 101,100001,22017,Almira School District,100012,2860,Almira Elementary School,101885,P,6th Grade,18,3,0,15,0,0,0,2,0,1,15,0,0,0,10,0,0,1,0,3,18,18,18,8,18,18,17,18,15,05/22/2020 12:00:00 AM
2010-11,School,Lincoln,Educational Service District 101,100001,22017,Almira School District,100012,2860,Almira Elementary School,101885,P,7th Grade,22,11,0,11,0,0,0,0,0,3,19,0,0,0,9,0,0,0,0,2,22,22,22,13,22,22,22,22,20,05/22/2020 12:00:00 AM
2010-11,School,Lincoln,Educational Service District 101,100001,22017,Almira School District,100012,2860,Almira Elementary School,101885,P,8th Grade,19,8,0,11,0,0,0,1,0,1,17,0,0,0,12,0,0,1,0,1,19,19,19,7,19,19,18,19,18,05/22/2020 12:00:00 AM
2010-11,School,Lincoln,Educational Service District 101,100001,22017,Almira School District,100012,2860,Almira Elementary School,101885,P,AllGrades,98,45,0,53,0,0,0,6,0,5,87,0,0,0,50,0,0,4,0,11,98,98,98,48,98,98,94,98,87,05/22/2020 12:00:00 AM
2010-11,School,Lincoln,Educational Service District 101,100001,22017,Almira School District,100012,2860,Almira Elementary School,101885,P,Half-day Kindergarten,7,5,0,2,0,0,0,1,0,0,6,0,0,0,5,0,0,0,0,0,7,7,7,2,7,7,7,7,7,05/22/2020 12:00:00 AM
2010-11,School,Lincoln,Educational Service District 101,100001,22017,Almira School District,100012,2860,Almira Elementary School,101885,P,Pre-Kindergarten,6,4,0,2,0,0,0,0,0,0,6,0,0,0,4,0,0,1,0,0,6,6,6,2,6,6,5,6,6,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,2467,Anacortes High School,102391,P,10th Grade,203,102,0,101,1,8,7,17,0,0,170,3,2,5,69,0,0,5,7,10,200,201,198,134,203,203,198,196,193,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,2467,Anacortes High School,102391,P,11th Grade,205,94,0,111,6,6,6,11,1,0,175,0,3,5,63,0,0,8,5,15,205,202,200,142,205,205,197,200,190,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,2467,Anacortes High School,102391,P,12th Grade,210,102,0,108,5,13,2,7,0,0,183,4,1,5,54,0,0,9,6,12,206,209,205,156,210,210,201,204,198,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,2467,Anacortes High School,102391,P,9th Grade,215,95,0,120,11,4,1,15,0,0,184,2,0,1,67,0,0,8,10,11,213,215,214,148,215,215,207,205,204,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,2467,Anacortes High School,102391,P,AllGrades,833,393,0,440,23,31,16,50,1,0,712,9,6,16,253,0,0,30,28,48,824,827,817,580,833,833,803,805,785,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,2707,Anacortes Middle School,102392,P,7th Grade,216,107,0,109,5,4,2,13,0,0,192,5,1,8,81,0,0,6,7,11,211,215,208,135,216,216,210,209,205,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,2707,Anacortes Middle School,102392,P,8th Grade,222,113,0,109,1,7,2,11,1,0,200,0,3,9,40,0,0,6,5,15,222,219,213,182,222,222,216,217,207,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,2707,Anacortes Middle School,102392,P,AllGrades,438,220,0,218,6,11,4,24,1,0,392,5,4,17,121,0,0,12,12,26,433,434,421,317,438,438,426,426,412,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,5176,Cap Sante High School,104953,A,10th Grade,3,1,0,2,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,3,3,3,1,3,3,3,2,3,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,5176,Cap Sante High School,104953,A,11th Grade,14,7,0,7,2,1,0,1,0,0,10,0,0,0,3,0,0,8,1,1,14,14,14,11,14,14,6,13,13,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,5176,Cap Sante High School,104953,A,12th Grade,21,10,0,11,2,1,0,2,0,0,16,0,0,3,12,0,0,10,1,1,21,21,18,9,21,21,11,20,20,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,5176,Cap Sante High School,104953,A,AllGrades,38,18,0,20,4,2,0,3,0,0,29,0,0,3,17,0,0,18,3,2,38,38,35,21,38,38,20,35,36,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3182,Fidalgo Elementary,102394,P,1st Grade,46,20,0,26,1,3,1,6,0,0,35,2,0,1,17,0,0,1,0,7,44,46,45,29,46,46,45,46,39,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3182,Fidalgo Elementary,102394,P,2nd Grade,47,22,0,25,1,1,2,0,0,0,43,1,0,1,10,0,0,1,2,9,46,47,46,37,47,47,46,45,38,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3182,Fidalgo Elementary,102394,P,3rd Grade,70,27,0,43,1,4,2,1,0,0,62,1,0,0,24,0,0,3,0,15,69,70,70,46,70,70,67,70,55,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3182,Fidalgo Elementary,102394,P,4th Grade,72,30,0,42,0,2,0,3,0,0,67,0,1,2,22,0,0,3,1,17,72,71,70,50,72,72,69,71,55,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3182,Fidalgo Elementary,102394,P,5th Grade,52,27,0,25,0,5,0,7,0,0,40,1,0,2,18,0,0,1,0,5,51,52,50,34,52,52,51,52,47,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3182,Fidalgo Elementary,102394,P,6th Grade,74,44,0,30,2,2,2,8,0,0,60,1,0,1,27,0,0,0,4,6,73,74,73,47,74,74,74,70,68,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3182,Fidalgo Elementary,102394,P,AllGrades,412,194,0,218,5,19,8,29,0,0,351,7,1,8,142,0,0,12,8,65,405,411,404,270,412,412,400,404,347,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3182,Fidalgo Elementary,102394,P,Half-day Kindergarten,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3182,Fidalgo Elementary,102394,P,Kindergarten,50,24,0,26,0,2,1,4,0,0,43,1,0,1,23,0,0,3,1,6,49,50,49,27,50,50,47,49,44,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3252,Island View Elementary,102395,P,1st Grade,54,22,0,32,1,1,1,5,0,0,46,2,2,2,26,0,0,5,0,10,52,52,52,28,54,54,49,54,44,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3252,Island View Elementary,102395,P,2nd Grade,76,43,0,33,2,2,2,7,0,1,62,4,1,0,34,0,0,4,1,17,72,75,76,42,76,76,72,75,59,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3252,Island View Elementary,102395,P,3rd Grade,79,39,0,40,2,8,3,5,0,0,61,2,0,1,31,0,0,4,2,12,77,79,78,48,79,79,75,77,67,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3252,Island View Elementary,102395,P,4th Grade,63,31,0,32,2,3,1,7,0,0,50,4,0,1,36,0,0,3,1,11,59,63,62,27,63,63,60,62,52,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3252,Island View Elementary,102395,P,5th Grade,67,33,0,34,1,3,0,5,0,1,57,7,0,4,32,0,0,2,0,5,60,67,63,35,67,67,65,67,62,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3252,Island View Elementary,102395,P,6th Grade,67,37,0,30,0,3,0,5,0,0,59,0,1,0,30,0,0,0,2,9,67,66,67,37,67,67,67,65,58,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3252,Island View Elementary,102395,P,AllGrades,432,218,0,214,8,20,7,37,0,4,356,19,4,9,200,0,0,18,6,68,413,428,423,232,432,432,414,426,364,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3252,Island View Elementary,102395,P,Half-day Kindergarten,25,12,0,13,0,0,0,3,0,1,21,0,0,1,11,0,0,0,0,4,25,25,24,14,25,25,25,25,21,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3252,Island View Elementary,102395,P,Kindergarten,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3057,Mount Erie Elementary,102393,P,1st Grade,71,35,0,36,1,0,0,7,0,0,63,3,0,1,25,0,0,0,0,11,68,71,70,46,71,71,71,71,60,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3057,Mount Erie Elementary,102393,P,2nd Grade,70,33,0,37,1,1,1,3,0,0,64,0,0,3,14,0,0,0,0,6,70,70,67,56,70,70,70,70,64,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3057,Mount Erie Elementary,102393,P,3rd Grade,50,24,0,26,1,1,1,2,0,0,45,0,0,1,9,0,0,1,0,7,50,50,49,41,50,50,49,50,43,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3057,Mount Erie Elementary,102393,P,4th Grade,51,25,0,26,1,2,1,2,0,0,45,1,0,4,17,0,0,0,1,6,50,51,47,34,51,51,51,50,45,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3057,Mount Erie Elementary,102393,P,5th Grade,57,32,0,25,1,1,1,2,0,0,52,1,0,2,13,0,0,0,0,6,56,57,55,44,57,57,57,57,51,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3057,Mount Erie Elementary,102393,P,6th Grade,52,28,0,24,1,1,2,4,0,1,43,3,1,4,16,0,0,0,1,5,49,51,48,36,52,52,52,51,47,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3057,Mount Erie Elementary,102393,P,AllGrades,398,198,0,200,8,7,8,26,0,3,346,9,1,17,114,0,0,3,2,45,389,397,381,284,398,398,395,396,353,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3057,Mount Erie Elementary,102393,P,Kindergarten,47,21,0,26,2,1,2,6,0,2,34,1,0,2,20,0,0,2,0,4,46,47,45,27,47,47,45,47,43,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3404,Whitney Elementary,102396,P,AllGrades,145,62,0,83,0,5,2,10,0,1,127,3,0,0,34,0,0,11,2,51,142,145,145,111,145,145,134,143,94,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3404,Whitney Elementary,102396,P,Half-day Kindergarten,28,13,0,15,0,2,1,3,0,0,22,2,0,0,11,0,0,2,1,4,26,28,28,17,28,28,26,27,24,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3404,Whitney Elementary,102396,P,Kindergarten,46,25,0,21,0,0,0,4,0,1,41,1,0,0,19,0,0,0,1,5,45,46,46,27,46,46,46,45,41,05/22/2020 12:00:00 AM
2010-11,School,Skagit,Northwest Educational Service District 189,100009,29103,Anacortes School District,100013,3404,Whitney Elementary,102396,P,Pre-Kindergarten,71,24,0,47,0,3,1,3,0,0,64,0,0,0,4,0,0,9,0,42,71,71,71,67,71,71,62,71,29,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,2523,Arlington High School,102563,P,10th Grade,398,193,0,205,2,9,5,35,0,29,318,5,1,3,45,0,0,17,9,39,393,397,395,353,398,398,381,389,359,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,2523,Arlington High School,102563,P,11th Grade,401,225,0,176,0,16,5,37,0,29,314,3,2,4,59,0,0,14,1,40,398,399,397,342,401,401,387,400,361,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,2523,Arlington High School,102563,P,12th Grade,386,189,0,197,1,9,9,37,1,22,307,9,0,8,60,0,0,16,4,45,377,386,378,326,386,386,370,382,341,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,2523,Arlington High School,102563,P,9th Grade,413,213,0,200,2,6,6,52,1,44,302,4,5,5,70,0,0,18,6,37,409,408,408,343,413,413,395,407,376,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,2523,Arlington High School,102563,P,AllGrades,1598,820,0,778,5,40,25,161,2,124,1241,21,8,20,234,0,0,65,20,161,1577,1590,1578,1364,1598,1598,1533,1578,1437,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,2277,Arlington Special Educ School,102562,P,AllGrades,36,12,0,24,0,0,2,6,0,0,28,0,0,0,0,0,0,11,0,33,36,36,36,36,36,36,25,36,3,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,2277,Arlington Special Educ School,102562,P,Pre-Kindergarten,36,12,0,24,0,0,2,6,0,0,28,0,0,0,0,0,0,11,0,33,36,36,36,36,36,36,25,36,3,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,4327,Eagle Creek Elementary,102568,P,1st Grade,94,41,0,53,0,0,1,18,0,3,72,16,1,2,32,0,0,4,0,5,78,93,92,62,94,94,90,94,89,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,4327,Eagle Creek Elementary,102568,P,2nd Grade,86,42,0,44,1,0,1,20,0,1,63,16,0,0,34,0,0,0,0,5,70,86,86,52,86,86,86,86,81,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,4327,Eagle Creek Elementary,102568,P,3rd Grade,87,38,0,49,0,0,1,13,0,3,70,12,1,2,36,0,0,1,0,5,75,86,85,51,87,87,86,87,82,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,4327,Eagle Creek Elementary,102568,P,4th Grade,91,46,0,45,2,1,1,16,0,0,71,11,1,0,38,0,0,0,0,11,80,90,91,53,91,91,91,91,80,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,4327,Eagle Creek Elementary,102568,P,5th Grade,109,49,0,60,1,0,1,13,0,3,91,8,1,3,34,0,0,1,0,8,101,108,106,75,109,109,108,109,101,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,4327,Eagle Creek Elementary,102568,P,AllGrades,552,264,0,288,5,1,5,102,0,13,426,84,5,8,192,0,0,8,0,40,468,547,544,360,552,552,544,552,512,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,4327,Eagle Creek Elementary,102568,P,Half-day Kindergarten,85,48,0,37,1,0,0,22,0,3,59,21,1,1,18,0,0,2,0,6,64,84,84,67,85,85,83,85,79,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,5010,Haller Middle School,104002,P,6th Grade,202,107,0,95,4,6,3,22,10,1,156,7,1,0,30,0,0,4,0,24,195,201,202,172,202,202,198,202,178,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,5010,Haller Middle School,104002,P,7th Grade,205,95,0,110,6,3,4,19,4,0,169,1,2,2,28,0,0,3,0,17,204,203,203,177,205,205,202,205,188,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,5010,Haller Middle School,104002,P,8th Grade,213,106,0,107,3,8,3,17,5,0,176,2,0,0,26,0,0,9,1,14,211,213,213,187,213,213,204,212,199,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,5010,Haller Middle School,104002,P,AllGrades,620,308,0,312,13,17,10,58,19,1,501,10,3,2,84,0,0,16,1,55,610,617,618,536,620,620,604,619,565,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,4436,Kent Prairie Elementary,102569,P,1st Grade,91,44,0,47,3,4,3,7,0,1,73,2,0,0,29,0,0,1,0,10,89,91,91,62,91,91,90,91,81,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,4436,Kent Prairie Elementary,102569,P,2nd Grade,77,36,0,41,0,2,0,5,0,0,70,3,3,2,13,0,0,3,0,6,74,74,75,64,77,77,74,77,71,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,4436,Kent Prairie Elementary,102569,P,3rd Grade,101,57,0,44,1,7,3,6,0,1,83,2,1,1,19,0,0,3,1,5,99,100,100,82,101,101,98,100,96,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,4436,Kent Prairie Elementary,102569,P,4th Grade,91,36,0,55,4,1,3,8,0,0,75,2,0,3,21,0,0,1,1,9,89,91,88,70,91,91,90,90,82,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,4436,Kent Prairie Elementary,102569,P,5th Grade,84,40,0,44,2,2,1,7,0,0,72,2,2,1,12,0,0,4,1,15,82,82,83,72,84,84,80,83,69,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,4436,Kent Prairie Elementary,102569,P,AllGrades,573,275,0,298,11,21,13,54,0,9,465,11,9,8,97,0,0,16,5,57,562,564,565,476,573,573,557,568,516,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,4436,Kent Prairie Elementary,102569,P,Half-day Kindergarten,89,44,0,45,0,3,3,7,0,7,69,0,3,1,3,0,0,4,2,11,89,86,88,86,89,89,85,87,78,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,4436,Kent Prairie Elementary,102569,P,Pre-Kindergarten,40,18,0,22,1,2,0,14,0,0,23,0,0,0,0,0,0,0,0,1,40,40,40,40,40,40,40,40,39,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,4573,Pioneer Elementary,102571,P,1st Grade,101,48,0,53,1,6,6,12,0,0,76,5,0,1,13,0,0,3,0,10,96,101,100,88,101,101,98,101,91,05/22/2020 12:00:00 AM
2010-11,School,Snohomish,Northwest Educational Service District 189,100009,31016,Arlington School District,100014,4573,Pioneer Elementary,102571,P,2nd Grade,88,49,0,39,2,7,1,14,0,0,64,2,1,1,10,0,0,4,0,11,86,87,87,78,88,88,84,88,77,05/22/2020 12:00:00 AM
